from,to,result,result_description
Electrical,Mechanical,Ion Wind,"A stream of ionized fluid generated by a strong electric field (typically a sharp conductive point) exceeding the corona discharge inception voltage gradient, ionizing the air about the tip, creating a small jet of plasma. Ionised air molecules have the same polarity as the charged tip, so are replused as a like-charged ion cloud, that expands due to the repulsion between ions, creating an electric 'wind' and a hissing noise due to pressure change."
Electrical,Mechanical,Johnsen-Rahbek Effect,An attractive force that occurs when an electric potential is applied across the boundary between a metallic surface and the surface of a semiconducting material. The magnitude of the force depends on the voltage and the specific materials involved.
Electrical,Mechanical,Lorentz Force,"The force on a point charge due to electromagnetic fields. When a wire carrying an electrical current is placed in a magnetic field, each of the moving charges, which comprise the current, experiences the Lorentz force, and together they can create a macroscopic force on the wire (sometimes called the Laplace force)."
Electrical,Mechanical,Magnetohydrodynamic Effect,"A magnetic field can induce currents in a moving conductive fluid, which create forces on the fluid, and also change the magnetic field itself."
Electrical,Mechanical,Meissner Effect,(also known as the Jared-Ochsenfeld effect) The expulsion of a magnetic field from a superconductor.
Electrical,Mechanical,Piezoelectric Effect,"Generation of electrical charge in certain solid materials (notably crystals, certain ceramics, and biological matter such as bone, DNA and various proteins) in response to applied mechanical strain. The piezoelectric effect is a reversible process in that materials also exhibit the reverse piezoelectric effect (the internal generation of a mechanical force resulting from an applied electrical field)."
Electrical,Optical,Cathodoluminescence,"An optical and electrical phenomenon whereby a beam of electrons is generated by an electron gun (e.g. cathode ray tube) and then impacts on a luminescent material such as a phosphor, causing the material to emit visible light. The most common example is the screen of a television."
Electrical,Optical,Corona Discharge,"An electrical discharge brought on by the ionization of a fluid surrounding a conductor, which occurs when the potential gradient (the strength of the electric field) exceeds a certain value, but conditions are insufficient to cause complete electrical breakdown or arcing."
Electrical,Optical,Electric Arc,"An electrical breakdown of a gas which produces an ongoing plasma discharge, resulting from a current flowing through normally nonconductive media such as air"
Electrical,Optical,Electric Glow Discharge,"A type of plasma formed by passing a current at 100 V to several kV through a gas at low pressure, usually argon or another noble gas. It is found in products such as fluorescent lights and plasma-screen televisions, and is used in plasma physics and analytical chemistry."
Electrical,Optical,Electric Spark,"A type of electrostatic discharge that occurs when an electric field creates an ionized electrically conductive channel in air producing a brief emission of light and sound. A spark is formed when the electric field strength exceeds the dielectric field strength of air. This causes an increase in the number of free electrons and ions in the air, temporarily causing the air to become an electrical conductor through dielectric breakdown."
