from,to,result,result_description
Thermal,Mechanical,Semipermeable Membrane,"A membrane that will allow certain molecules or ions to pass through it by diffusion (and occasionally specialized facilitated diffusion). The rate of passage depends on the pressure, concentration, and temperature of the molecules or solutes on either side, as well as the permeability of the membrane to each solute."
Thermal,Mechanical,Shape Memory Polymer,"Polymeric smart materials that have the ability to return from a deformed state (temporary shape) to their original (permanent) shape induced by an external stimulus, such as temperature change. SMPs can retain two or sometimes three shapes, and the transition between those is induced by temperature, electric field, or magnetic field, light or solution."
Thermal,Mechanical,Steam Explosion,"A violent boiling or flashing of water into steam, occurring when water is either superheated, rapidly heated by fine hot debris produced within it, or the interaction of molten metals . The water changes from a liquid to a gas with extreme speed, increasing dramatically in volume."
Thermal,Mechanical,Stirling Cycle,"A thermodynamic cycle that describes the general class of Stirling devices. The cycle is reversible: if supplied with mechanical power, it can function as a heat pump for heating or refrigeration cooling, or cryogenic cooling. The cycle is a closed-cycle (the working fluid is permanently contained within the thermodynamic system) regenerative (uses an internal heat exchanger) cycle with a gaseous working fluid."
Thermal,Mechanical,Thermal Shock,"Cracking as a result of rapid temperature change. Thermal shock occurs when a thermal gradient causes different parts of an object to expand by different amounts. This differential expansion can be understood in terms of stress or of strain, equivalently. At some point, this stress overcomes the strength of the material, causing a crack to form. If nothing stops this crack from propagating through the material, it will cause the object's structure to fail."
Thermal,Mechanical,Thermo-magnetic Motor,Thermo-magnetic motors work by heating a ferromagnetic material above its curie point (where it becomes non-magnetic) and then cooling it below that critical temperature. Experiments have only produced extremely inefficient working prototypes.
Thermal,Mechanical,Thermoacoustic Engine,"Thermoacoustic devices which use high-amplitude sound waves to pump heat from one place to another, or use a heat difference to induce high-amplitude sound waves. Can be divided into standing wave and travelling wave devices. These two types can again be divided in two thermodynamic classes, a prime mover (or simply heat engine), and a heat pump. The prime mover creates work using heat and a heat pump creates or moves heat using work."
Thermal,Mechanical,Thermosyphon,"A method of passive heat exchange based on natural convection which circulates liquid without the necessity of a mechanical pump. Can either be open-loop, as when liquid in a holding tank is passed in one direction via a heated transfer tube mounted at the bottom of the tank to a distribution point - even one mounted above the originating tank - or it can be a vertical closed-loop circuit with return to the original vessel."
Thermal,Mechanical,Wind Power,"The conversion of wind energy into a useful form of energy, such as using wind turbines to make electricity, wind mills for mechanical power, wind pumps for pumping water or drainage, or sails to propel ships."
Thermal,Optical,Image Processing,"Processing of images using mathematical operations by using any form of signal processing for which the input is an image, a series of images, or a video, such as a photograph or video frame The output of image processing may be either an image or a set of characteristics or parameters related to the image."
